model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Klebsiella_oxytoca_ERR2221287.mat,1886,888,518,276,74,70,7
Bacillus_cereus_BAG2X1_1.mat,1924,1148,676,302,78,163,7
Rothia_dentocariosa_M567.mat,1322,893,538,256,57,106,8
Clostridium_tertium_Gcol_A43_Gcol_A43_1.mat,1199,684,426,202,35,53,6
Eggerthella_lenta_DSM_15644.mat,1151,811,493,270,37,67,7
Escherichia_coli_EC1864.mat,3586,1265,753,299,102,205,8
Staphylococcus_aureus_subsp_aureus_CIG2018.mat,1411,736,348,282,51,86,6
Prevotella_bryantii_B14.mat,2027,694,355,269,30,66,8
Bacteroides_stercoris_ERR2230094.mat,1257,681,441,193,29,37,6
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_485549_17.mat,1882,845,437,283,76,103,6
Escherichia_coli_E110019.mat,3491,1210,704,313,103,210,8
Shigella_flexneri_2930_71.mat,2932,864,459,286,62,102,7
Lactobacillus_siliginis_DSM_22696.mat,890,575,311,229,29,27,6
Clostridium_hathewayi_WAL_18680.mat,1522,993,654,254,67,94,8
Blautia_nov_ERR2230064.mat,1074,705,408,254,27,43,5
Streptococcus_mutans_SA38.mat,1358,842,488,297,30,69,7
Enterococcus_faecium_TX0133a04.mat,1417,897,575,233,35,90,7
Staphylococcus_hominis_VCU122.mat,1592,1007,616,274,64,112,7
Escherichia_coli_96_0428.mat,3579,1254,748,299,102,199,8
Erysipelotrichaceae_nov_ERR1204057.mat,949,616,330,254,21,29,5
Actinomyces_israelii_DSM_43320.mat,1164,674,361,250,38,48,5
Bifidobacterium_boum_DSM_20432.mat,1091,641,335,251,33,51,7
Enterococcus_faecalis_SF21520.mat,1237,657,326,274,23,47,6
Escherichia_coli_2_3916.mat,3602,1239,724,305,98,192,8
Staphylococcus_aureus_M0404.mat,1387,726,349,279,49,78,6
Enterobacter_cloacae_EcWSU1.mat,2050,938,475,283,80,152,8
Escherichia_coli_AA86.mat,3576,1225,727,290,95,193,8
Enterococcus_saccharolyticus_DSM8903.mat,1095,705,387,297,25,21,7
Blautia_nov_ERR2230067.mat,1060,702,404,256,27,43,5
Streptococcus_mutans_NLML5.mat,1374,834,474,296,30,76,7
Bacillus_cereus_HuA2_4.mat,2020,1220,751,309,82,155,8
Pseudomonas_aeruginosa_PABL056.mat,2322,1314,800,323,123,178,8
Acinetobacter_baumannii_AB_1594_8.mat,1560,860,453,297,72,88,7
Escherichia_coli_P0302308_2.mat,3179,884,435,303,71,118,7
Staphylococcus_aureus_subsp_aureus_VC40.mat,1432,733,348,281,51,84,6
Vibrio_rotiferianus_DAT722.mat,1572,805,416,300,60,68,6
Escherichia_coli_E482.mat,3577,1212,722,289,92,187,8
Escherichia_coli_PA9.mat,3144,864,443,285,70,106,7
Escherichia_albertii_TW07627.mat,1970,882,448,279,70,133,8
Sulfolobus_solfataricus_P2.mat,1669,552,372,132,30,47,7
Bacteroides_ureolyticus_DSM_20703.mat,1035,671,327,277,24,66,7
Campylobacter_coli_1891.mat,1370,893,469,343,50,81,7
Pantoea_sp_YR343.mat,1731,843,475,266,69,75,7
Pseudomonas_aeruginosa_18A.mat,2196,1268,773,325,110,162,8
Helicobacter_pylori_Hp_P_3b.mat,1296,832,461,312,35,75,7
Cutibacterium_acnes_HL110PA4.mat,2343,945,538,272,58,147,7
Proteus_mirabilis_WGLW4.mat,1966,1125,710,272,81,140,7
Blautia_nov_ERR1203955.mat,1075,704,401,260,27,44,5
