model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Enterococcus_faecium_E1590.mat,1092,595,320,214,25,50,6
Treponema_denticola_ATCC_33521.mat,1129,616,308,265,31,39,5
Cronobacter_sakazakii_E764.mat,2013,1121,756,250,76,99,8
Ureaplasma_urealyticum_serovar_4_str_ATCC_27816.mat,521,424,161,261,4,4,6
Escherichia_coli_KTE113.mat,3583,1217,722,292,99,188,8
Escherichia_coli_O111_H8_str_CVM9570.mat,3154,855,435,287,75,107,7
Staphylococcus_aureus_A5937.mat,1386,726,367,261,49,78,6
Streptococcus_pneumoniae_R6M2_PG.mat,1086,581,260,268,16,52,5
Campylobacter_coli_2685.mat,1420,938,503,342,57,88,7
Bifidobacterium_breve_NCFB_2258.mat,1034,526,250,226,27,42,5
Enterococcus_faecium_VRE_108.mat,1894,602,326,215,25,52,6
Lactobacillus_nov_ERR2221384.mat,1026,616,362,218,32,30,5
Enterococcus_faecalis_TR197.mat,1235,661,326,275,23,54,6
Enterococcus_faecalis_RM3817.mat,1259,676,331,274,25,63,6
Escherichia_coli_8_0416.mat,3605,1259,749,301,108,201,8
Escherichia_coli_DEC6C.mat,3572,1228,740,290,92,184,8
Staphylococcus_aureus_M0171.mat,1409,733,348,279,51,84,6
Bacillus_cereus_BAG6O_1.mat,2031,1244,754,312,80,172,8
Enterococcus_faecalis_Com7.mat,1241,666,321,275,27,60,6
